identifiant,obs,depenses_totales_2016,depenses_totales_2017,achats_combustibles_16,achats_gaz_16,achats_chauffage_16,achats_carburants_16,depenses_totales_achats_16,achats_combustibles_17,achats_gaz_17,achats_chauffage_17,achats_carburants_17,depenses_totales_achats_17,elu_charge_energie,personne_charge_energie,frequence_conso,temps_consacre_energie,statut,service_rattachement,autre_service_rattachement,realisation_batiment_rai,isolation_parois_rai,remplacement_ouvrants_rai,renovation_chaufferies_rai,regulation_energie_rai,telegestion_chaufferies_rai,miseenplace_eclairage_rai,amelioration_eclairage_public,releve_surfaces,tableau_de_bord,info_suivi_conso,optimisation_tarifs,amelioration_contrats,audit_energetique,sensibilisation,realisation_batiment_pai,isolation_parois_pai,remplacement_ouvrants_pai,renovation_chaufferies_pai,regulation_energie_pai,telegestion_chaufferies_pai,miseenplace_eclairage_pai,projection_amelioration_eclairag,projection_releve_surfaces,projection_tableau_de_bord,projection_info_suivi_conso,proj_optimisation_tarifs,proj_amelioration_contrats,proj_audit_energetique,proj_sensibilisation,organisme_tiers,type_organisme,autre_organisme,conso_fuel_domestique,depenses_fuel_domestique,conso_fuel_lourd,depenses_fuel_lourd,conso_gaz_naturel,depenses_gaz_naturel,conso_charbon,depenses_charbon,conso_butane,depenses_butane,conso_bois,depenses_bois,conso_rdc,depenses_rdc,conso_electricite,depenses_electricite,conso_eclairage_public,depenses_eclairage_public,depenses_carburant,depenses_totales,garantie_electricite,garantie_quantite,proportion_elec_renouvelable,gaz_achete,part_gaz_renouvable,longueur_voies_17,points_lampes_sodium,points_lampes_vapeur,points_LED,points_lampes_halogenures,points_lampes_solaires,points_autres_lampes,total_point_lumineux_17,puissance_elec_totale,part_extinction_nocturne,heures_parc_eteint,part_gradation_intensite
58,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
59,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
60,733,597839.3,701676,0,19645,0,16906.6,36551.6,0,19313.1,0,12871.9,32185,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,2.5,3,0.1,10,0,0,68.7,13,9,2,2,30,Non,,,,,2.8,69,0,0,0,0,0,69,7.3,100,,0
61,87,5618417,6634360,0,11637,0,1427,13064,0,17387,0,1246,18633,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Non,Non,Oui,Non,Non,Non,,Oui,Oui,Non,Oui,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
62,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
63,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
64,223,13064603,15451491,0,246669,0,115529,362198,0,305577,0,135977,441554,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,100%,Ingénieur (cadre A),Direction des services techniques,,,,,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Non,Non,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oui, en partie",0,100,,,24,400,,580,,27,,1007,,0,,60
65,265,1413.1,1470.7,0,794843.7,0,618247.6,1413091.3,0,696306,0,774401.2,1470707.2,Non,"Oui, un agent de votre [Q1Voustes]",Inférieure au mois,100%,Technicien (cadre B),Direction des services techniques,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Oui,Non,,,0,0,0,0,1096.1,23570.4,0,0,0,0,0,0,0,0,333.6,304971.9,445.8,104408.3,774401.2,1207351.8,"Oui, en totalité",,100,Non,,40,948,0,39,0,0,0,987,148000,5,,20
66,1450,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
67,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
68,2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
69,2892,2770346,3623614,0,36638,0,43654,80292,0,38950,0,60393,99343,Non,Non,,,,,,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Non,Oui,Non,Oui,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
70,2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
71,1996,26900,27629,39228.8,238582.1,0,0,277810.9,35418,298341.8,0,356076.9,689836.7,"Oui, sans délégation explicite","Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,0,0,0,0,1533.5,68604.8,0,0,0,0,365.4,35418,0,0,1703.5,199140.3,75.6,30597,356076.9,689837,"Oui, en partie",1334.4,50,Non,,1.3,70,,,,,,70,,0,,0
72,2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
73,1712,7014,7576,0,134,0,133,267,0,171,0,123,294,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Oui,,Non,Oui,Non,Non,Non,Non,Non,,,,18,12,0,0,1655,73,0,0,2,3,0,0,0,0,529,74,0,24,108,270,Non,,,Non,,,,,,,,,,,,,
74,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
75,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
76,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
77,2778,1686,1689,0,1198788,0,487694,1686482,0,1160708,0,528422,1689130,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Mensuelle,100%,Ingénieur (cadre A),Autre,pôle environnement,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Oui,Non,,,0,0,0,0,1273,59111,0,0,0,0,0,0,0,0,1517,237057,5346,792092,405258,1493518,Non,,,Non,,,2952,595,106,,0,565,4218,414.3,48,,45
78,1946,3388.6,3530.8,0,47793.4,4668.1,55119,107580.5,0,45807.5,3431.4,60449.1,109688,Non,Non,,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Oui,Oui,Non,Non,Non,Oui,,,,,,,,,Non,,,2000,1376,0,0,0,0,0,0,2307,2722.7,0,0,0,0,370.1,47129.7,0,0,62264.3,113492.7,Non,,,,,,,,,,,,,,,,
79,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
80,2833,,,,,,,,,,,,,,,,,,,,,,,,,,,Réalisé en partie seulement,,,,,,,,,,,,,,,Oui,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55555,555,0,555,,,,,,,,,,,,,0,,,,
81,1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
82,826,143131338,143252403.8,0,491805.6,339977.6,624250.2,1456033.4,0,579841.8,334089.7,707510,1621441.5,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Mensuelle,100%,Ingénieur (cadre A),Direction générale des services,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oui, en partie",0,0,,,0,313,0,56,126,0,0,495,0,0,,0
83,1028,75049,125545,0,2.1,0,8.1,10.2,0,377.8,0,263.7,641.5,"Oui, sans délégation explicite","Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Ingénieur (cadre A),Autre,Controle de gestion,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Oui,Non,Non,Non,Non,,Non,Oui,Oui,Oui,Oui,Non,Non,Non,,,0,0,0,0,2,78.6,0,0,0,0,0,0,0,0,1.4,302,0,0,263.7,2493.1,Non,,,Non,,,,,,,,,,,,,
84,152,44359,46838,3,127,0,116,246,0.1,133,0,174,307.1,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,,,0,0,0,0,1084,0,0,0,0,0,0,0,0,0,1240,0,420,0,4900,4900,Non,,,,,12,589,,158,,,,747,,0,,30
85,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
86,1041,1242838.9,1284183.3,0,28300,0,5806,34106,0,24100,0,6578,30678,"Oui, avec une délégation explicite",Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
87,1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
88,2624,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.872,0.51338,0,0,0,,,,,,,,,,,,,,,,,,
90,284,8069845,9459115,0,78202,0,5440,83642,0,71950,0,3950,75900,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Semestrielle/trimestrielle,100%,Ingénieur (cadre A),Direction générale des services,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Non,Oui,Oui,Oui,Non,Non,Oui,,Non,Non,Non,Non,Non,Non,Non,Oui,Un autre organisme,conseiller en énergie partagé,56598,4,0,0,90,5,0,0,0,0,37409,2,0,0,414,25,0,36,4,40,Non,,,Non,,,,,,,,,,,,,
91,1865,20589.4,20520.9,0,65000,0,69000,134000,0,90450,14510,9950,114910,Non,"Oui, un agent de votre [Q1Voustes]",Annuelle,Moins de 50%,Agent administratif,Autre,finances,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Oui,Non,Non,Non,Non,Non,Oui,Oui,,Oui,,,,,,Non,,,5000,5000,0,0,224.4,11687,0,0,0,0,0,0,0,0,216.3,37208,0,1000,9000,63895,"Oui, en partie",,,,,0.5,,,,,,,0,,,,
92,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
93,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
94,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,617.769,37.82319434,0,0,0,0,0,0,0,0,338.555,51.3147578,178.08,25.36142878,0,,,,,,,,,,,,,,,,,,
95,1185,0,0,0,0,0,0,0,28,669,,70,696.7,"Oui, avec une délégation explicite","Oui, un agent de votre [Q1Voustes]",Inférieure au mois,Moins de 50%,Agent administratif,Direction des services techniques,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Non,Oui,Oui,Oui,Non,Non,Oui,,Non,Oui,Oui,Non,Non,Oui,Oui,Non,,,30,22,0,0,5454.7,277.6,0,0,3,3,0,2.5,0,0,2832.7,391.6,0,0,70,696.7,"Oui, en partie",566,20,Non,,,,,,,,,0,,,,
96,1741,7504,7838,17.8,78.2,5.5,24.7,126.2,57.8,68.7,10.9,32,169.4,"Oui, avec une délégation explicite","Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Oui,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Un Syndicat d’Energie,,18,19.1,0,0,195,8.8,0,0,6.8,9.3,9,31.1,0,0,458,68.8,0,0,50.2,187.3,Non,,,Non,,,,,,,,,,,,,
97,1074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
98,2488,16898125,17713364,0,104077,0,33566,137643,0,111767,0,44155,155922,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,61.8,44.6,0,0,541.7,31.4,0,0,0,0,0,0,0,0,288.1,57.6,0,19.822,2.5,136.1,Non,,,Non,,,,,,,,,,,,,
99,601,55600,53600,0,244,3.5,98,345.5,0,262.9,7.6,91.9,362.4,"Oui, avec une délégation explicite","Oui, confié à un Conseil en Energie Partagée (CEP) ou à une personne en dehors de la collectivité (intercommunalité, ALE, PNR, Syndicat, etc.)",,,,,,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé pour l'essentiel,Réalisé pour l'essentiel,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé pour l'essentiel,Réalisé en partie seulement,Non,Oui,Oui,Oui,Oui,Oui,Oui,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Non,,,0,0,0,0,1505.2,75.1,0,0,0,0,0,3.3,156.9,6.6,1196.6,193.2,0,0,108.6,386.8,"Oui, en partie",687.3,57,Non,,,,,,,,,,,,,
100,441,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
101,2541,3001450.4,2852282.1,0,29832.9,12222.6,429.1,42484.6,0,29535.1,13549.8,13239.9,56324.8,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Oui,Non,Oui,Non,Non,Oui,,Non,Non,Non,Non,Non,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
102,1390,2945,2788,0,41079.9,0,16962.3,58042.2,0,39306.9,0,17812.4,57119.3,"Oui, avec une délégation explicite",Non,,,,,,Réalisé pour l'essentiel,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Non,,Oui,Oui,Oui,Oui,Oui,Oui,Non,Oui,Un Syndicat d’Energie,,13000,9086.9,0,0,27.3,1139.1,0,0,0,0,6330,1664.5,0,0,292992.8,46709.3,0,0,7081.1,65680.9,Non,,,Non,,,,,,,,,,,,,
103,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
104,1202,10944,11495,0,192.6,64.2,113.2,370,864.3,186.4,65.7,116.2,1232.6,Non,Non,,,,,,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Non,Non,Non,Non,Non,Oui,,Oui,Oui,Oui,Non,Non,Non,Oui,Non,,,0,0,0,0,104.2,35.5,0,0,0,0,0,0,1.2,66,679.5,151.5,0,0,116.2,369.2,Non,,,,,,,,,,,,,,,,
105,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
106,304,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
107,2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
108,2640,23326000,22769626,6271,59794,0,36137,102202,12897,87718,0,39608,140223,Non,Non,,,,,,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,Réalisé en partie seulement,,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Pas réalisé jusqu'à présent,Réalisé en partie seulement,Réalisé pour l'essentiel,Réalisé en partie seulement,Pas réalisé jusqu'à présent,Non,Oui,Oui,Oui,Oui,Non,Oui,,Non,Non,Non,Non,Oui,Non,Non,Non,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Non,,,,,,,,,,,,,,,,
